ridge_PTM,ridge_IPTM,rf_PTM,rf_IPTM,mlp_PTM,mlp_IPTM
0.7007469,0.6756485,0.71,0.7150000000000019,0.7043299,0.6947669
0.6916152,0.6133407,0.7049999999999987,0.6880000000000009,0.69994235,0.70959526
0.7129587,0.67313087,0.7119999999999991,0.6730000000000017,0.7148888,0.6860619
0.73763806,0.21845078,0.7393581666666664,0.2194218571428571,0.7348708,0.22111596
0.7077411,0.65023685,0.7229999999999993,0.7049999999999987,0.716035,0.70890224
0.73708224,0.22880471,0.7433810000000001,0.2360724999999999,0.744264,0.23043539
0.7353059,0.21282375,0.7410130952380952,0.233948,0.7407596,0.20879766
0.7162002,0.13305598,0.7189180000000002,0.1291291666666666,0.72090685,0.14301792
0.7130776,0.66598475,0.718999999999999,0.6800000000000016,0.7178915,0.6967228
0.7283131,0.18525136,0.7379071666666667,0.2312833333333338,0.72751856,0.18415216
0.7130776,0.66598475,0.718999999999999,0.6800000000000016,0.7178915,0.6967228
0.72920513,0.19484156,0.7374616666666666,0.1983873333333332,0.7315516,0.21630251
0.74180305,0.24805874,0.7377900966810965,0.2499022777777776,0.7400348,0.21326658
0.6568347,0.46763182,0.6510000000000015,0.4969999999999999,0.6524565,0.5334316
0.71862346,0.18487653,0.703078333333332,0.1300350000000001,0.7266687,0.20747244
0.73265576,0.23737931,0.7216294999999999,0.2094805595238095,0.73334455,0.21869548
0.74239945,0.22497207,0.7332400000000002,0.2121058333333335,0.74084306,0.25398725
0.6974945,0.64349675,0.7019999999999985,0.6559999999999995,0.7007081,0.67218584
0.6952578,0.6485146,0.6989999999999985,0.6670000000000015,0.70126665,0.6806429
0.7058029,0.6531194,0.7109999999999986,0.6850000000000018,0.7105853,0.69667363
0.7034868,0.6665494,0.6929999999999992,0.627000000000001,0.7063234,0.6720044
0.7201896,0.14679658,0.7245166666666658,0.1514642857142858,0.7231163,0.16460848
0.73826885,0.22824559,0.7491528333333334,0.2988078333333336,0.74055624,0.23230498
